CYEAR,CUID,CLNUM,F,C-,C,C+,B-,B,B+,A-,A,A+,AVGGPA
106_1,P01 U0090,%NOCLNUM%,3,0,0,2,5,11,26,127,159,24,3.770
106_1,P01 U0120,%NOCLNUM%,0,1,0,0,2,4,11,38,33,5,3.718
106_1,P01 U0170,%NOCLNUM%,0,0,0,0,0,1,2,4,3,2,3.750
106_1,P01 U1500,%NOCLNUM%,0,0,0,0,0,0,0,2,2,9,4.162
106_1,P01 U1510,%NOCLNUM%,0,0,0,0,0,0,0,5,13,5,4.000
106_1,P01 U1520,%NOCLNUM%,0,0,0,0,0,0,0,5,6,3,3.957
106_1,P01 U1530,%NOCLNUM%,0,0,0,0,0,0,1,9,13,4,3.919
106_1,P01 U1540,%NOCLNUM%,2,0,1,1,0,0,3,5,8,15,3.691
106_1,P01 U1550,%NOCLNUM%,0,0,0,0,0,0,0,2,15,5,4.041
106_1,P01 U1570,%NOCLNUM%,0,0,0,0,0,0,0,0,1,0,4.000
106_1,P01 U1600,%NOCLNUM%,0,0,0,0,0,0,0,0,1,3,4.225
106_1,P01 U1640,%NOCLNUM%,0,0,0,0,0,0,0,1,2,0,3.900
106_1,P01 U1650,%NOCLNUM%,0,0,0,0,0,0,0,2,5,1,3.962
106_1,P01 U1660,%NOCLNUM%,0,0,1,0,0,0,1,0,2,0,3.325
106_1,P01 U1670,%NOCLNUM%,0,0,0,0,0,0,0,0,0,8,4.300
106_1,P01 U1680,%NOCLNUM%,0,0,0,0,0,0,0,3,3,9,4.120
106_1,P01 U1700,%NOCLNUM%,1,0,0,0,4,0,1,7,11,4,3.614
106_1,P01 U2190,%NOCLNUM%,6,2,5,6,19,24,17,45,50,55,3.535
106_1,P01 U2240,%NOCLNUM%,2,2,0,1,4,6,12,29,69,40,3.815
106_1,P01 U2340,%NOCLNUM%,4,0,0,2,3,9,43,82,43,8,3.564
106_1,P01 U2420,%NOCLNUM%,0,0,0,0,1,9,5,19,22,12,3.766
106_1,P01 U2430,%NOCLNUM%,1,0,0,0,0,0,3,16,12,0,3.659
106_1,P01 U3500,%NOCLNUM%,0,0,1,0,1,0,3,12,30,11,3.902
106_1,P01 U3510,%NOCLNUM%,0,0,0,0,0,0,0,5,23,5,4.000
106_1,P01 U3520,%NOCLNUM%,0,0,0,0,0,0,1,7,13,11,4.016
106_1,P01 U4570,%NOCLNUM%,0,0,1,0,0,0,0,5,9,5,3.900
106_1,P05 U2020,01,3,0,5,8,21,33,58,101,78,24,3.518
106_1,P05 U2020,02,0,3,5,9,14,35,37,77,74,28,3.553
106_1,P05 U3660,%NOCLNUM%,3,1,5,4,6,6,4,2,18,27,3.471
106_1,P05 U3790,%NOCLNUM%,0,0,0,0,2,0,1,11,14,5,3.845
106_1,P05EU4110,%NOCLNUM%,2,0,0,0,1,0,1,12,20,23,3.886
106_1,P07 U0010,%NOCLNUM%,3,2,3,2,10,12,15,25,28,9,3.392
106_1,P12 U0010,01,0,0,0,0,0,0,0,0,2,1,4.100
106_1,P12 U0010,02,0,0,0,0,0,0,0,0,0,1,4.300
106_1,P35 U0200,%NOCLNUM%,0,0,0,1,0,2,3,16,44,12,3.910
106_1,P37 101A0,%NOCLNUM%,1,2,1,0,4,3,7,42,59,39,3.844
106_1,P37 10930,%NOCLNUM%,0,0,0,0,0,0,2,4,3,18,4.104
106_1,P37 10C00,%NOCLNUM%,0,0,0,0,0,0,0,1,23,26,4.150
106_1,P48 30100,%NOCLNUM%,3,3,3,4,5,8,9,15,26,45,3.640
106_1,Q01 M0200,01,0,1,1,0,1,0,10,37,47,13,3.820
106_1,Q01 M0200,04,0,0,0,0,1,0,4,20,13,6,3.811
106_1,Q01 M0200,05,0,0,0,0,3,6,22,30,22,15,3.696
106_1,Q01 M0200,06,1,0,0,0,2,4,7,46,36,10,3.752
106_1,Q01 M0200,07,0,0,0,1,1,0,3,8,17,9,3.877
106_1,Q01 M0200,08,0,0,0,0,0,0,0,5,17,13,4.069
106_1,Q01 M0320,01,0,0,0,0,0,0,7,23,28,6,3.844
106_1,Q01 M0330,01,0,0,0,0,0,1,2,9,20,3,3.880
106_1,Q01 M0330,02,0,0,0,0,0,0,1,15,11,1,3.825
106_1,Q01 M0330,03,0,0,0,0,0,0,0,7,23,6,3.992
106_1,Q01 M0330,04,0,0,0,0,0,0,1,8,5,1,3.813
106_1,Q01EM0330,05,0,0,0,0,0,0,0,10,3,1,3.807
106_1,Q01EM0340,01,0,0,0,0,0,0,2,5,19,9,3.994
106_2,002 50390,28,4,0,0,2,8,5,22,28,30,12,3.505
106_2,002 50390,29,2,0,0,3,7,11,12,35,33,14,3.591
106_2,002 50390,30,6,0,0,4,5,11,19,24,33,13,3.436
106_2,002 50440,24,1,0,1,4,1,6,7,27,23,8,3.606
106_2,002 50440,25,2,1,1,2,2,8,5,18,30,5,3.545
106_2,002 50440,26,1,0,0,0,3,1,2,7,21,3,3.697
106_2,002 50630,D5,2,0,0,0,1,1,3,6,13,7,3.633
106_2,002 50630,D6,0,0,0,0,0,0,0,24,10,5,3.854
106_2,002 50780,06,3,1,2,0,3,5,10,44,82,46,3.829
106_2,002 50780,07,4,1,1,1,6,7,10,85,63,25,3.696
106_2,002 50780,08,1,0,3,1,8,10,20,78,54,12,3.648
106_2,002 50780,09,5,1,1,2,6,12,28,151,115,36,3.715
106_2,002 50780,11,4,1,3,2,3,10,12,162,94,28,3.717
106_2,002 50780,12,4,0,0,1,0,3,19,96,36,17,3.672
106_2,002 50780,13,2,0,0,0,0,2,8,53,41,11,3.759
106_2,002 50780,14,0,0,0,0,3,3,5,81,65,25,3.851
106_2,002 50780,17,2,2,4,1,4,10,5,38,95,44,3.809
106_2,002 50780,18,1,0,1,1,2,8,5,20,41,21,3.785
106_2,002 50780,19,2,1,0,1,4,4,9,16,22,9,3.565
106_2,002 50780,89,0,0,0,0,0,0,0,1,20,19,4.135
106_2,002 50790,91,0,0,0,0,0,0,0,0,23,42,4.194
106_2,002 50900,99,0,0,0,0,2,11,13,45,55,32,3.832
106_2,002 50900,A1,0,2,0,1,3,3,11,30,36,24,3.794
106_2,002 50900,A8,0,0,0,0,0,1,3,8,4,28,4.066
106_2,002 50900,G6,0,0,0,1,2,1,5,12,24,99,4.120
106_2,002 50900,G7,0,0,0,1,2,2,3,4,7,27,3.967
106_2,002 50910,K4,2,0,0,0,0,0,0,6,18,24,3.948
106_2,002 51060,32,0,0,0,0,0,0,0,0,21,12,4.109
106_2,002 51060,33,0,0,0,0,1,0,1,0,26,8,4.011
106_2,002 51060,34,5,0,0,0,2,3,2,15,58,60,3.907
106_2,002 51060,35,0,0,0,0,0,1,1,9,33,40,4.090
106_2,002 51260,22,1,0,0,0,0,1,0,6,17,3,3.789
106_2,002 51260,23,0,0,0,2,2,1,5,9,13,4,3.667
106_2,002 51260,52,1,2,4,4,9,12,7,7,4,1,2.945
106_2,002 51260,53,2,4,3,4,13,23,19,20,9,2,3.105
106_2,002 51260,H1,1,0,0,0,1,1,1,7,10,66,4.123
106_2,002 51260,H2,1,0,0,1,2,0,1,5,8,21,3.892
106_2,002 51270,54,0,1,1,1,3,1,4,10,11,5,3.589
106_2,004 20120,01,11,14,18,23,26,33,28,53,30,14,3.002
106_2,004 20120,02,7,1,9,8,9,33,26,41,31,20,3.291
106_2,004 20120,04,14,9,12,21,28,30,17,13,8,4,2.606
106_2,004 20120,05,0,0,0,2,4,4,4,13,17,4,3.623
106_2,004 20120,06,10,4,13,11,23,28,21,30,10,0,2.830
106_2,004 20320,01,3,3,6,9,15,21,14,11,5,6,2.946
106_2,004 20320,02,7,5,3,10,27,23,18,20,12,3,2.920
106_2,101 11500,%NOCLNUM%,23,6,8,9,21,40,32,102,137,31,3.393
106_2,101 12500,%NOCLNUM%,48,18,6,15,39,102,171,216,193,59,3.319
106_2,101 14102,01,0,0,0,1,4,1,3,14,15,5,3.705
106_2,101 14102,02,0,0,0,0,4,7,4,6,10,5,3.575
106_2,101 14202,%NOCLNUM%,0,2,3,2,4,4,6,5,12,6,3.384
106_2,101 15812,%NOCLNUM%,3,1,3,1,3,12,11,17,14,6,3.311
106_2,101 15822,%NOCLNUM%,2,3,0,0,0,2,7,15,18,18,3.678
106_2,101 18102,01,1,1,1,0,0,3,4,32,38,16,3.803
106_2,101 18102,02,1,1,0,1,1,5,7,38,28,20,3.759
106_2,101 18702,%NOCLNUM%,1,0,0,1,0,0,1,1,5,2,3.445
106_2,101 211B2,01,5,8,6,1,4,7,10,9,24,17,3.243
106_2,101 211B2,02,5,2,4,5,7,8,5,8,17,17,3.244
106_2,101 212A2,01,0,5,1,7,4,3,6,11,3,1,3.005
106_2,101 212A2,02,2,2,3,0,6,5,6,7,6,6,3.165
106_2,101 22702,%NOCLNUM%,0,1,1,0,5,10,3,5,3,5,3.306
106_2,101 22802,%NOCLNUM%,1,1,1,0,1,0,2,6,3,8,3.548
106_2,101 24920,%NOCLNUM%,0,1,0,1,1,1,1,10,10,8,3.770
106_2,101 25102,01,3,2,1,1,8,10,9,17,19,18,3.469
106_2,101 25102,02,3,2,3,2,6,8,10,20,25,15,3.465
106_2,101 25212,%NOCLNUM%,2,0,1,2,9,5,11,11,7,4,3.233
106_2,101 25222,%NOCLNUM%,1,0,0,3,3,4,4,11,9,9,3.536
106_2,101 255A2,%NOCLNUM%,1,2,1,2,1,2,4,17,34,34,3.847
106_2,101 26002,01,4,0,1,1,5,12,17,31,37,45,3.700
106_2,101 26002,02,2,1,1,1,6,11,21,50,55,8,3.615
106_2,101 271A2,01,5,1,1,5,3,15,9,53,40,28,3.591
106_2,101 271A2,02,3,3,7,4,3,18,14,22,44,23,3.496
106_2,101 27702,%NOCLNUM%,8,0,4,0,1,3,8,21,45,18,3.530
106_2,101 28320,%NOCLNUM%,12,4,3,3,18,25,43,165,169,109,3.703
106_2,101 311A2,01,2,5,1,3,2,6,4,9,3,8,3.109
106_2,101 311A2,02,2,2,3,4,2,3,3,5,2,4,2.887
106_2,101 320A2,%NOCLNUM%,2,1,0,2,5,2,1,6,12,12,3.509
106_2,101 322A2,%NOCLNUM%,1,2,1,2,0,3,4,11,14,36,3.834
106_2,101 323A2,%NOCLNUM%,1,9,6,9,6,7,2,9,15,20,3.227
106_2,101 331A2,%NOCLNUM%,0,1,0,0,1,6,6,15,11,16,3.759
106_2,101 332A2,%NOCLNUM%,0,2,0,3,5,8,9,37,35,22,3.711
106_2,101 334A2,%NOCLNUM%,2,1,1,1,2,4,4,9,35,6,3.626
106_2,101 34002,%NOCLNUM%,0,1,0,0,1,2,2,5,2,2,3.473
106_2,101 36202,%NOCLNUM%,3,2,0,1,2,7,3,19,42,30,3.755
106_2,101 36402,%NOCLNUM%,2,2,1,0,2,10,8,29,41,33,3.753
106_2,101 37402,%NOCLNUM%,7,7,4,5,6,18,22,43,61,17,3.423
106_2,101 376A0,%NOCLNUM%,0,0,0,1,0,0,4,9,19,6,3.862
106_2,101 41102,01,2,0,3,2,3,3,5,2,9,2,3.103
106_2,101 41102,02,1,3,1,4,2,6,5,7,2,3,3.029
106_2,101 41202,01,7,1,9,1,1,10,10,12,17,12,3.146
106_2,101 41202,02,3,4,2,7,4,6,5,6,13,11,3.175
106_2,101 42402,%NOCLNUM%,4,3,5,1,6,6,11,12,18,6,3.196
106_2,101 42700,%NOCLNUM%,1,0,0,0,1,2,2,5,3,3,3.453
106_2,101 42800,%NOCLNUM%,14,42,32,27,43,69,92,195,204,91,3.403
106_2,101 42920,%NOCLNUM%,2,0,0,1,0,1,0,3,1,8,3.425
106_2,101 45902,%NOCLNUM%,0,0,1,1,1,5,3,14,27,11,3.794
106_2,101 46002,%NOCLNUM%,1,0,0,0,3,3,6,5,8,10,3.622
106_2,101 47200,%NOCLNUM%,1,0,0,1,1,4,2,8,14,10,3.712
106_2,101 51120,%NOCLNUM%,0,0,0,0,1,0,1,0,0,5,3.929
106_2,101 51410,%NOCLNUM%,6,0,1,0,1,4,6,13,25,30,3.647
106_2,101 51510,%NOCLNUM%,1,1,0,0,1,2,0,7,14,86,4.126
106_2,101 51530,%NOCLNUM%,1,0,0,0,0,0,0,1,4,13,3.979
106_2,101 51900,%NOCLNUM%,0,0,0,0,0,0,0,0,0,4,4.300
106_2,101 52300,%NOCLNUM%,0,0,0,0,0,1,6,17,9,3,3.739
106_2,102 14120,01,7,10,7,3,8,15,17,37,48,32,3.408
106_2,102 14120,03,5,6,3,2,6,20,19,41,48,49,3.588
106_2,102 14202,01,10,6,4,13,9,19,23,54,53,36,3.400
106_2,102 14202,02,0,1,1,2,2,7,6,10,9,6,3.484
106_2,102 14202,03,0,4,1,2,3,5,4,12,15,9,3.505
106_2,102 21112,01,11,8,6,4,17,12,18,30,56,94,3.575
106_2,102 21112,02,7,21,5,10,11,12,25,51,70,85,3.539
106_2,102 22112,01,2,0,0,3,1,6,7,12,11,31,3.732
106_2,102 22112,02,3,5,4,2,2,5,4,10,25,28,3.547
106_2,102 22112,03,2,0,4,3,2,5,12,15,38,12,3.591
106_2,102 22112,04,8,1,4,2,2,10,10,18,19,59,3.602
106_2,102 22112,05,2,6,5,2,6,10,12,19,37,54,3.667
106_2,102 22112,06,2,5,6,9,9,7,15,43,29,19,3.422
106_2,102 22112,07,2,2,0,0,10,10,13,31,31,32,3.661
106_2,102 22112,08,3,2,2,7,7,17,16,20,20,13,3.328
106_2,102 22112,09,2,0,3,1,5,9,11,24,15,37,3.673
106_2,102 22112,10,1,1,0,1,2,6,2,5,8,18,3.680
106_2,102 22112,11,1,3,3,3,9,8,17,18,15,16,3.417
106_2,102 22212,01,1,6,2,3,5,11,8,30,47,80,3.819
106_2,102 22212,02,1,2,4,3,3,10,6,22,39,77,3.860
106_2,102 22212,03,5,1,3,1,2,8,12,12,34,55,3.729
106_2,102 22212,04,10,3,4,5,7,7,17,24,36,60,3.534
106_2,102 22212,07,2,6,3,7,11,7,14,34,37,56,3.637
106_2,102 22212,08,5,3,0,1,5,9,9,25,31,47,3.676
106_2,102 22312,01,9,3,4,4,9,21,13,31,32,22,3.309
106_2,102 22312,02,2,3,3,2,2,7,10,23,26,65,3.802
106_2,102 22312,03,2,1,2,5,3,9,12,26,23,36,3.655
106_2,102 22312,04,1,1,1,2,3,3,10,24,23,54,3.864
106_2,102 22312,05,4,3,4,4,2,4,8,20,30,55,3.706
106_2,102 22312,06,1,5,1,3,4,5,3,14,18,55,3.793
106_2,102 22312,07,2,0,2,2,2,6,14,8,21,48,3.792
106_2,102 22312,08,0,1,0,2,4,4,5,11,31,72,3.999
106_2,102 22312,10,2,2,1,8,3,10,1,15,22,17,3.479
106_2,102 22412,01,2,0,2,0,5,10,3,15,21,17,3.600
106_2,102 22412,02,0,2,1,0,4,10,7,9,18,16,3.633
106_2,102 22612,01,1,0,0,0,1,1,1,5,14,15,3.895
106_2,102 22712,%NOCLNUM%,0,0,1,2,1,5,8,7,11,19,3.746
106_2,102 22722,%NOCLNUM%,0,0,1,0,0,2,0,2,3,2,3.600
106_2,102E22812,%NOCLNUM%,0,0,0,0,0,1,1,11,6,2,3.790
106_2,102 22822,01,3,2,5,4,4,3,6,12,8,7,3.124
106_2,102 22822,02,0,1,3,1,1,2,0,7,19,19,3.817
106_2,102 22832,%NOCLNUM%,3,1,1,4,1,2,14,18,18,24,3.600
106_2,102 22842,%NOCLNUM%,1,2,1,2,1,2,2,4,10,7,3.444
106_2,102 22852,%NOCLNUM%,1,1,0,0,1,0,2,5,10,14,3.815
106_2,102 22862,%NOCLNUM%,0,1,1,0,0,0,2,3,13,23,4.007
106_2,102 23140,%NOCLNUM%,3,2,2,7,3,4,17,41,52,22,3.621
106_2,102E23150,%NOCLNUM%,4,0,1,0,0,4,15,57,81,46,3.828
106_2,102 23160,%NOCLNUM%,4,0,0,0,0,1,6,17,14,11,3.566
106_2,102 23170,%NOCLNUM%,0,0,2,0,0,2,9,11,14,7,3.700
106_2,102 23190,%NOCLNUM%,7,3,3,3,2,8,5,10,22,20,3.312
106_2,102 23300,01,3,1,1,1,0,3,7,15,14,25,3.673
106_2,102E24120,01,0,0,1,1,6,10,13,33,32,14,3.670
106_2,102 24120,02,0,0,1,1,3,8,13,61,48,12,3.732
106_2,102 24120,03,0,0,1,0,0,0,0,11,21,17,3.996
106_2,102 24440,%NOCLNUM%,0,0,0,1,0,1,1,1,2,1,3.514
106_2,102 24640,%NOCLNUM%,1,0,0,0,0,0,1,10,9,23,3.982
106_2,102 30490,%NOCLNUM%,2,0,1,0,2,15,25,48,43,11,3.618
106_2,102 31302,01,0,0,1,0,2,4,4,18,18,9,3.748
106_2,102 31302,02,0,0,0,0,5,8,7,17,18,8,3.649
106_2,102 31302,03,1,0,0,0,1,1,3,10,32,13,3.877
106_2,102 31302,04,0,0,0,0,3,4,11,24,13,1,3.598
106_2,102 31302,05,2,1,0,2,1,4,6,10,10,5,3.398
106_2,102 31302,06,0,1,0,4,3,5,12,7,12,23,3.678
106_2,102 31622,%NOCLNUM%,0,0,0,0,2,0,0,3,1,4,3.770
106_2,102 32122,01,0,0,3,2,2,13,5,12,19,43,3.806
106_2,102 32122,02,0,5,3,3,7,10,7,21,34,47,3.717
106_2,102 32122,04,1,0,1,0,1,3,2,9,8,19,3.802
106_2,102 32122,05,2,2,2,1,6,6,8,17,40,31,3.709
106_2,102 32222,01,0,1,0,0,1,3,3,10,18,83,4.111
106_2,102 32222,02,3,1,2,4,5,10,11,23,40,40,3.682
106_2,102 32222,03,1,4,3,1,1,2,11,15,30,113,3.986
106_2,102 32222,04,0,0,0,0,1,3,5,9,8,67,4.103
106_2,102 32222,05,2,3,2,3,6,7,8,9,23,23,3.533
106_2,102 32222,06,1,0,0,1,0,2,1,2,1,5,3.423
106_2,102 32322,01,2,2,3,3,1,6,6,17,29,23,3.637
106_2,102 32322,02,1,2,1,3,3,9,6,17,35,59,3.851
106_2,102 32322,03,2,1,5,2,0,4,4,9,16,26,3.632
106_2,102 32322,06,0,0,1,0,4,0,2,0,4,0,3.218
106_2,102 32422,%NOCLNUM%,0,0,0,0,2,0,2,7,7,21,4.005
106_2,102E32622,%NOCLNUM%,0,0,0,0,0,0,1,2,5,10,4.094
106_2,102 32832,%NOCLNUM%,0,1,0,3,6,2,4,3,5,9,3.448
106_2,102 32842,%NOCLNUM%,0,0,0,0,0,1,1,6,9,2,3.847
106_2,102 32852,%NOCLNUM%,0,0,0,1,1,0,0,2,0,1,3.340
106_2,102 32872,%NOCLNUM%,0,0,0,1,0,0,0,2,3,8,4.007
106_2,102 35720,%NOCLNUM%,1,0,0,0,0,2,3,16,17,9,3.787
106_2,102E35740,%NOCLNUM%,0,0,0,0,0,3,5,6,4,2,3.615
106_2,102E40330,%NOCLNUM%,1,0,0,0,0,6,17,13,0,0,3.303
106_2,102E40610,%NOCLNUM%,1,0,0,0,0,0,1,4,7,19,3.994
106_2,102 40930,%NOCLNUM%,1,0,0,0,0,2,1,8,20,19,3.933
106_2,102 42132,%NOCLNUM%,0,0,1,5,5,3,8,15,14,2,3.443
106_2,102 42232,01,2,6,8,6,16,9,18,19,27,37,3.426
106_2,102 42232,02,1,0,0,4,1,8,17,22,28,52,3.827
106_2,102 42232,03,0,0,1,0,1,4,1,2,0,1,3.170
106_2,102 42332,01,3,0,3,0,1,1,1,7,16,30,3.773
106_2,102 42332,02,1,0,2,1,1,2,4,10,13,19,3.753
106_2,102 42360,%NOCLNUM%,0,0,0,0,0,0,5,7,13,20,4.009
106_2,102 42380,01,1,1,0,0,0,0,0,0,1,5,3.400
106_2,102 42380,02,0,1,0,0,0,0,0,0,1,14,4.119
106_2,102 42432,%NOCLNUM%,0,0,0,0,0,0,0,0,0,11,4.300
106_2,102 42542,01,0,0,0,0,0,2,2,13,12,3,3.800
106_2,102 42542,02,0,0,0,0,1,1,1,0,2,0,3.400
106_2,102 42552,%NOCLNUM%,0,0,0,2,0,0,0,1,5,8,3.919
106_2,102 43030,%NOCLNUM%,0,0,1,0,4,7,6,12,8,6,3.541
106_2,102 43040,%NOCLNUM%,2,2,3,4,9,21,23,38,31,12,3.434
106_2,102 43050,%NOCLNUM%,2,0,1,1,3,3,15,16,18,16,3.612
106_2,102 44220,01,6,7,5,6,4,11,16,26,36,21,3.354
106_2,102 44220,02,3,8,3,4,9,12,31,43,43,18,3.448
106_2,102E45640,%NOCLNUM%,0,0,0,0,0,5,5,12,28,8,3.833
106_2,102 45700,%NOCLNUM%,2,1,1,1,8,13,31,114,194,81,3.845
106_2,102 46002,%NOCLNUM%,0,1,0,0,1,2,2,8,13,4,3.735
106_2,102 46102,%NOCLNUM%,0,0,0,0,0,0,0,2,9,44,4.229
106_2,102 48050,%NOCLNUM%,1,2,6,0,3,5,23,50,27,21,3.607
106_2,102E49112,01,0,0,1,0,3,11,5,16,12,3,3.524
106_2,102 49112,02,0,0,0,0,0,0,2,23,28,5,3.883
106_2,102 49112,03,0,0,0,0,3,5,8,18,22,3,3.678
106_2,102E49112,04,0,0,0,1,1,4,13,15,13,3,3.606
106_2,102 49112,05,0,0,1,0,2,1,0,15,36,2,3.833
106_2,102 49112,06,0,0,0,0,0,1,0,13,5,2,3.795
106_2,102E49112,07,1,0,1,2,0,3,3,11,7,0,3.364
106_2,102 49112,08,3,2,2,1,2,6,3,16,18,4,3.358
106_2,102 49112,09,0,0,1,0,2,0,1,5,13,4,3.785
106_2,102 49122,01,6,6,8,1,3,4,4,15,11,11,3.023
106_2,102 49122,02,1,0,1,2,4,4,8,8,9,2,3.333
106_2,102 49122,03,3,0,1,0,1,2,12,17,10,11,3.518
106_2,102 49122,04,0,0,0,0,0,0,4,20,19,15,3.926
106_2,102E49122,05,2,1,1,1,1,5,12,20,16,5,3.481
106_2,102 49122,06,0,0,2,4,2,12,8,16,11,3,3.398
106_2,102 49122,07,0,0,0,0,0,0,1,3,3,5,3.992
106_2,102 49122,08,1,0,0,0,0,0,3,4,8,1,3.588
106_2,102 49122,09,0,0,0,0,1,0,1,2,12,5,3.948
106_2,102 49132,01,1,0,0,0,0,0,4,3,1,0,3.144
106_2,102E49132,02,0,1,0,0,0,2,2,12,8,6,3.758
106_2,102 49132,03,1,0,1,1,2,11,14,7,8,1,3.285
106_2,102 50040,%NOCLNUM%,1,2,0,2,16,13,27,16,22,16,3.437
106_2,102E50112,01,0,1,1,0,2,1,2,17,38,8,3.829
106_2,102E50112,02,0,0,0,1,2,1,8,21,24,13,3.810
106_2,102E50112,03,0,0,0,0,11,17,19,12,2,0,3.210
106_2,102E50112,04,0,1,0,2,0,1,2,12,37,13,3.885
106_2,102E50112,05,0,0,1,0,1,2,10,18,20,11,3.771
106_2,102E50112,06,1,0,0,1,0,5,5,32,16,6,3.667
106_2,102E50112,07,0,0,4,4,9,15,9,11,0,0,3.017
106_2,102E50122,01,0,0,0,0,0,0,1,7,21,30,4.105
106_2,102E50122,02,0,0,2,2,1,1,8,32,15,2,3.614
106_2,102E50122,03,0,1,1,0,5,6,16,19,4,5,3.435
106_2,102E50122,04,0,0,1,1,5,6,6,28,29,2,3.638
106_2,102E50122,05,0,0,0,1,3,14,24,11,1,0,3.265
106_2,102E50122,06,0,0,0,0,3,1,13,19,20,10,3.747
106_2,102E50122,07,0,0,0,1,1,6,14,15,13,11,3.672
106_2,102E50122,08,0,0,0,2,2,0,5,15,21,14,3.834
106_2,102E50122,09,0,0,0,0,1,0,7,12,8,1,3.672
106_2,102 52500,%NOCLNUM%,3,3,2,5,6,7,11,13,8,4,3.087
106_2,102 53620,01,0,1,0,0,3,10,19,51,30,12,3.673
106_2,102 53620,02,0,0,0,0,2,3,7,36,34,4,3.766
106_2,102 53630,%NOCLNUM%,0,0,0,0,0,0,0,6,3,0,3.800
106_2,102 53680,%NOCLNUM%,1,0,0,0,3,9,11,52,15,3,3.582
106_2,102 53700,01,0,0,0,0,1,1,2,14,17,15,3.932
106_2,102 53700,02,0,0,0,0,0,1,7,15,21,4,3.808
106_2,102 53780,%NOCLNUM%,0,0,0,0,0,0,2,8,22,8,3.965
106_2,102 53940,%NOCLNUM%,0,0,0,0,0,0,2,2,4,2,3.860
106_2,102 53970,%NOCLNUM%,0,0,0,0,0,0,1,4,9,1,3.893
106_2,102E83030,01,0,0,0,0,3,5,10,9,26,13,3.777
106_2,102 83030,02,8,5,5,4,7,6,13,8,26,9,3.075
106_2,102E83030,03,7,2,1,1,5,4,12,8,15,12,3.194
106_2,102E83030,04,1,0,1,2,4,15,28,16,0,0,3.194
106_2,102E83030,05,3,9,3,4,8,12,18,18,11,26,3.303
106_2,102E83030,06,1,2,1,0,3,3,4,8,3,6,3.326
106_2,102 83030,07,0,0,1,1,0,5,9,11,4,1,3.438
106_2,102 83030,09,1,1,1,3,3,1,9,3,7,3,3.231
106_2,102E83030,10,1,1,0,0,0,1,3,8,5,3,3.505
106_2,102E83030,11,4,5,4,4,7,25,25,27,22,15,3.293
106_2,102 83030,12,5,6,4,4,10,7,10,18,18,17,3.233
106_2,102 83220,01,0,3,3,1,5,7,9,21,43,26,3.721
106_2,102 83320,01,7,3,11,8,6,17,7,21,24,15,3.143
106_2,102 83320,02,11,8,3,0,10,15,9,15,21,24,3.138
106_2,102E83320,04,24,8,14,4,6,7,3,16,24,26,2.764
106_2,102 83320,05,1,0,0,1,0,1,3,12,25,14,3.856
106_2,102E83320,06,6,3,2,2,7,8,8,16,41,44,3.616
106_2,102E83320,07,5,4,3,2,8,6,9,25,47,37,3.605
106_2,102 83320,08,0,0,1,0,3,1,6,12,9,2,3.585
106_2,102E83320,09,2,0,1,0,0,0,1,4,15,12,3.763
106_2,102 83320,10,1,0,3,1,1,6,11,3,10,5,3.363
106_2,102 83320,11,0,1,2,0,2,4,9,13,26,11,3.709
106_2,102E83320,12,6,0,2,2,3,7,12,22,36,17,3.512
106_2,102E83320,13,2,2,1,2,6,5,2,2,2,7,3.010
106_2,102E83320,14,2,3,1,0,0,3,0,4,7,14,3.503
106_2,102E83320,15,3,0,4,3,8,6,10,38,38,31,3.641
106_2,102E83320,16,2,1,1,1,4,5,6,20,17,9,3.520
106_2,102E83320,17,1,3,0,3,4,8,7,22,33,69,3.867
106_2,102 83320,19,0,1,1,1,5,5,14,28,15,30,3.733
106_2,102 83320,20,0,1,2,2,2,6,9,25,49,55,3.897
106_2,102E83320,21,0,0,0,0,0,4,4,3,3,4,3.639
106_2,102E83320,22,8,1,0,2,4,12,13,29,39,24,3.504
106_2,102E83320,23,1,0,0,1,4,4,9,30,64,32,3.858
106_2,102 83320,24,1,2,0,5,3,2,2,3,3,10,3.281
106_2,102E83320,25,3,7,2,7,11,18,15,12,21,26,3.323
106_2,102 83320,27,1,0,1,6,6,12,12,25,11,16,3.477
106_2,102E83320,28,0,0,0,0,0,2,5,3,1,2,3.554
106_2,102E83320,29,4,2,3,4,2,11,11,27,17,30,3.515
106_2,102 83320,30,2,0,1,2,4,16,12,77,63,35,3.738
106_2,102E83320,31,0,0,0,1,2,5,7,2,5,5,3.507
106_2,102E83320,32,0,2,4,1,1,4,8,26,51,44,3.860
106_2,102 83320,33,3,1,6,3,10,8,13,23,38,32,3.571
106_2,102E83320,35,0,6,6,7,2,5,5,20,18,34,3.567
106_2,102E83320,36,1,2,2,1,1,16,9,40,41,22,3.679
106_2,102E83320,37,0,0,0,1,1,4,3,10,11,3,3.661
106_2,102 83320,38,4,5,2,2,5,9,11,19,36,22,3.503
106_2,102 83320,39,0,2,1,0,0,4,3,9,8,7,3.609
106_2,102E83320,40,2,0,4,2,9,14,5,16,2,0,3.011
106_2,102 83320,41,1,1,3,3,5,4,13,23,26,47,3.763
106_2,102E83320,42,4,1,3,0,1,1,6,3,7,5,3.026
106_2,102 83320,43,1,1,1,0,1,1,2,12,11,5,3.597
106_2,102E83420,01,0,7,4,6,6,9,18,18,9,7,3.202
