CYEAR,CUID,CLNUM,F,C-,C,C+,B-,B,B+,A-,A,A+,AVGGPA
106_2,525 U0010,27,0,0,0,0,2,0,4,21,23,25,3.944
106_2,525 U0010,28,0,0,2,0,0,0,2,8,20,14,3.922
106_2,525 U0010,36,0,0,0,0,0,0,3,9,34,23,4.030
106_2,525 U0010,37,0,0,0,0,0,0,0,1,14,20,4.163
106_2,525 U0010,38,0,0,0,0,0,0,0,0,2,16,4.267
106_2,525 U0010,39,0,0,0,0,0,0,0,3,8,1,3.950
106_2,525 U0010,40,0,0,0,0,0,0,0,0,0,4,4.300
106_2,525 U0010,41,1,0,0,0,0,0,0,2,3,4,3.660
106_2,525 U0010,42,0,0,0,0,0,0,0,1,0,2,4.100
106_2,525 U0060,%NOCLNUM%,1,0,2,4,6,19,27,73,59,90,3.803
106_2,525 U0640,%NOCLNUM%,1,0,2,1,10,1,3,7,13,27,3.695
106_2,525 U2310,%NOCLNUM%,0,1,0,0,5,2,5,10,9,5,3.573
106_2,525 U2530,%NOCLNUM%,4,0,1,1,1,5,5,40,54,30,3.770
106_2,525 U8030,%NOCLNUM%,2,1,0,1,7,14,19,41,58,42,3.740
106_2,525 U9020,%NOCLNUM%,0,0,0,0,0,0,4,2,11,9,3.973
106_2,527 D0010,%NOCLNUM%,147,0,0,0,0,0,0,5,16,58,1.469
106_2,527 D0020,02,0,0,0,0,0,0,0,0,3,6,4.200
106_2,527 D0020,03,0,0,0,0,0,0,0,2,3,22,4.222
106_2,527 D0020,05,0,0,0,0,0,0,0,0,11,20,4.194
106_2,527 D0020,07,0,0,0,0,0,1,2,1,9,22,4.111
106_2,527 D0020,08,0,0,0,0,0,0,0,0,3,18,4.257
106_2,527 D0020,09,1,0,0,0,0,2,2,2,5,3,3.527
106_2,527 D0020,10,0,0,0,0,0,0,0,0,16,11,4.122
106_2,527 D0020,11,0,0,0,0,0,0,0,0,13,17,4.170
106_2,527 D0020,12,0,0,0,0,0,1,1,3,14,45,4.170
106_2,527 D0020,13,0,0,0,0,0,1,2,4,4,20,4.077
106_2,527 D0020,14,0,0,0,0,0,0,0,0,2,16,4.267
106_2,527 D0020,16,0,0,0,1,2,4,0,7,13,32,3.986
106_2,527 D0020,17,0,0,0,0,0,1,1,0,7,18,4.137
106_2,527 D0020,18,0,0,0,0,0,2,2,1,11,12,3.996
106_2,527 D0020,19,0,0,0,0,0,0,0,0,12,19,4.184
106_2,527 D0020,20,0,0,0,0,1,2,4,3,14,28,4.027
106_2,527 D0020,21,0,0,0,0,0,0,0,3,12,13,4.107
106_2,527 D0020,22,0,0,0,0,0,0,0,0,3,17,4.255
106_2,527 D0020,24,0,0,0,0,0,0,0,0,3,24,4.267
106_2,527 D0020,26,0,0,0,0,0,0,0,2,6,11,4.142
106_2,527 M0010,%NOCLNUM%,77,0,0,0,1,1,2,14,75,139,3.113
106_2,527 M0020,01,0,0,0,0,0,0,0,2,4,5,4.082
106_2,527 M0020,02,0,0,0,0,0,0,0,1,7,19,4.200
106_2,527 M0020,03,0,0,0,0,0,0,0,0,13,9,4.123
106_2,527 M0020,04,0,0,0,0,0,0,0,0,8,20,4.214
106_2,527 M0020,05,0,0,0,0,0,0,1,0,16,22,4.151
106_2,527 M0020,06,0,0,0,0,0,0,0,1,2,19,4.245
106_2,527 M0020,07,0,0,0,0,0,3,2,7,6,9,3.859
106_2,527 M0020,08,0,0,0,0,0,0,0,0,4,27,4.261
106_2,527 M0020,09,0,0,0,0,1,1,3,3,20,8,3.919
106_2,527 M0020,10,0,0,0,0,1,2,1,11,17,16,3.948
106_2,527 M0020,11,0,0,0,0,0,3,1,4,7,9,3.908
106_2,527 M0020,12,0,0,0,0,0,0,0,2,13,38,4.204
106_2,527 M0020,13,0,0,0,0,0,0,8,8,24,3,3.835
106_2,527 M0020,14,0,0,0,1,3,2,4,10,12,13,3.789
106_2,527 M0020,15,0,0,0,0,0,0,0,0,19,34,4.192
106_2,527 M0020,16,0,0,0,0,0,0,0,5,22,22,4.104
106_2,527 M0020,17,0,0,0,0,0,0,0,1,19,27,4.166
106_2,527 M0020,18,0,0,0,0,0,0,0,1,23,20,4.130
106_2,527 M0020,19,0,0,0,0,0,0,0,0,2,58,4.290
106_2,527 M0020,20,0,0,0,0,3,1,0,7,32,32,4.035
106_2,527 M0020,21,0,0,0,0,0,0,0,0,9,8,4.141
106_2,527 M0020,22,0,0,0,0,0,0,0,0,12,22,4.194
106_2,527 M0020,23,0,0,0,0,0,0,0,6,25,18,4.073
106_2,527 M0020,24,0,0,0,0,0,0,0,0,0,37,4.300
106_2,527 M0020,25,0,0,0,0,0,0,0,3,11,28,4.179
106_2,527 M0030,%NOCLNUM%,3,0,2,6,74,116,146,50,611,30,3.666
106_2,527 M0400,%NOCLNUM%,0,0,0,1,29,46,48,58,44,33,3.512
106_2,527 M1030,%NOCLNUM%,1,2,2,0,7,8,6,7,4,8,3.253
106_2,527 M1230,%NOCLNUM%,3,3,3,1,26,16,9,14,23,24,3.347
106_2,527 M1380,%NOCLNUM%,0,1,1,0,5,16,21,37,14,10,3.528
106_2,527 M1590,%NOCLNUM%,3,0,1,1,15,20,10,24,23,25,3.493
106_2,527EM1690,%NOCLNUM%,0,0,0,0,1,4,2,6,7,8,3.782
106_2,527 M1700,%NOCLNUM%,5,2,1,1,23,15,6,20,19,57,3.555
106_2,527 M4170,%NOCLNUM%,0,1,1,0,5,2,5,12,18,24,3.813
106_2,527 M4400,%NOCLNUM%,0,1,0,0,6,2,3,4,6,5,3.485
106_2,527 M4800,%NOCLNUM%,0,1,0,0,5,5,1,7,10,11,3.667
106_2,527 U0060,%NOCLNUM%,4,17,13,7,14,21,16,20,18,34,3.151
106_2,527 U0180,02,0,0,0,0,0,0,0,0,6,3,4.100
106_2,527 U0180,04,0,0,1,0,0,0,0,0,1,1,3.433
106_2,527 U0180,05,0,0,0,0,0,0,0,2,0,13,4.220
106_2,527 U0180,06,0,0,0,0,0,0,1,0,1,0,3.650
106_2,527 U0180,07,0,0,0,0,0,2,0,1,1,0,3.425
106_2,527 U0180,08,0,0,0,0,0,0,0,0,2,10,4.250
106_2,527 U0180,11,0,0,0,0,0,0,0,0,7,0,4.000
106_2,527 U0180,13,0,0,0,0,0,0,0,2,11,1,3.979
106_2,527 U0180,14,0,0,0,0,0,0,0,1,5,0,3.950
106_2,527 U0180,15,0,0,0,0,0,0,0,0,2,3,4.180
106_2,527 U0180,17,0,0,0,0,0,0,0,2,3,1,3.950
106_2,527 U0180,18,0,0,0,0,0,0,0,1,0,4,4.180
106_2,527 U0180,19,0,0,0,0,0,0,1,0,8,1,3.960
106_2,527 U0180,20,0,1,0,0,0,0,0,0,2,3,3.767
106_2,527 U0180,21,0,0,0,0,0,0,0,2,5,0,3.914
106_2,527 U0180,22,0,0,0,0,0,0,0,1,6,3,4.060
106_2,527 U0180,24,0,0,0,0,0,0,0,1,4,3,4.075
106_2,527 U0200,05,0,0,0,0,0,0,0,0,4,8,4.200
106_2,527 U0200,06,0,0,0,0,0,0,0,0,2,1,4.100
106_2,527 U0200,08,0,0,0,0,0,0,2,1,1,1,3.720
106_2,527 U0200,10,0,0,0,0,0,0,0,1,3,1,4.000
106_2,527 U0200,11,0,0,0,0,0,0,0,0,6,1,4.043
106_2,527 U0200,12,0,0,0,0,0,0,0,0,1,9,4.270
106_2,527 U0200,13,0,0,0,0,0,0,1,2,1,5,4.022
106_2,527 U0200,17,0,0,0,0,0,0,0,1,4,0,3.940
106_2,527 U0200,20,0,0,0,0,0,0,0,0,4,2,4.100
106_2,527 U0200,21,0,0,0,0,0,0,0,1,3,0,3.925
106_2,527 U0200,22,0,0,0,0,0,0,0,0,2,6,4.225
106_2,527 U0200,23,0,0,0,0,0,0,0,0,0,7,4.300
106_2,527 U0280,%NOCLNUM%,2,1,0,0,1,1,4,3,6,13,3.600
106_2,527 U0290,%NOCLNUM%,0,0,0,0,0,0,0,1,5,2,4.037
106_2,527 U3100,%NOCLNUM%,17,19,9,0,14,12,1,10,9,29,2.709
106_2,541 D0010,%NOCLNUM%,186,0,0,0,0,0,1,2,33,14,0.860
106_2,541 D0030,%NOCLNUM%,2,0,0,0,2,5,23,68,171,144,3.979
106_2,541 M0010,%NOCLNUM%,214,0,0,0,0,0,0,21,102,72,1.944
106_2,541 M0020,%NOCLNUM%,0,0,0,0,0,0,0,0,3,35,4.276
106_2,541 M0040,01,0,0,0,0,1,1,11,18,48,124,4.107
106_2,541 M0040,02,0,1,0,0,2,5,9,38,53,78,3.977
106_2,541 M0190,%NOCLNUM%,0,0,0,0,0,4,2,7,11,7,3.826
106_2,541 M0230,%NOCLNUM%,0,0,0,0,0,0,0,1,38,14,4.074
106_2,541 M0440,%NOCLNUM%,1,0,0,0,0,4,8,17,41,31,3.908
106_2,541 M0450,%NOCLNUM%,0,1,0,0,3,4,7,9,9,8,3.624
106_2,541 M0490,%NOCLNUM%,1,0,0,0,2,5,7,13,50,26,3.879
106_2,541 M0500,%NOCLNUM%,1,0,1,5,10,10,12,20,19,11,3.454
106_2,541 M0600,%NOCLNUM%,0,0,0,0,0,0,0,10,11,5,3.942
106_2,541 M0690,%NOCLNUM%,0,0,0,0,0,1,3,8,8,7,3.874
106_2,541 M0730,%NOCLNUM%,0,0,0,0,1,5,1,14,17,5,3.774
106_2,541EM1020,%NOCLNUM%,1,4,3,0,21,15,25,35,30,24,3.479
106_2,541 M1050,%NOCLNUM%,2,0,1,0,2,4,11,36,32,44,3.834
106_2,541 M1360,%NOCLNUM%,4,0,1,0,1,2,2,12,11,9,3.438
106_2,541 M1740,%NOCLNUM%,2,0,0,0,0,1,5,40,49,13,3.813
106_2,541 U0340,%NOCLNUM%,1,0,0,0,0,1,2,6,12,15,3.900
106_2,543 D0010,%NOCLNUM%,118,0,0,0,0,0,0,1,11,25,1.001
106_2,543 D0040,%NOCLNUM%,5,0,0,1,1,3,11,96,78,11,3.713
106_2,543 M0010,%NOCLNUM%,115,0,0,0,0,2,2,25,119,166,3.018
106_2,543 M0020,01,1,0,0,0,2,5,17,167,71,10,3.741
106_2,543 M0020,02,3,0,0,0,2,7,20,158,73,12,3.711
106_2,543 M0070,01,0,0,0,0,0,0,3,2,26,16,4.045
106_2,543 M0070,02,0,0,0,0,1,1,0,11,21,10,3.941
106_2,543 M0070,03,0,0,0,0,0,1,0,16,23,10,3.944
106_2,543 M0070,04,0,0,0,0,0,0,4,8,31,19,4.008
106_2,543 M0070,05,0,0,0,0,0,0,0,6,22,23,4.100
106_2,543 M0070,06,0,0,0,0,0,0,1,6,26,18,4.057
106_2,543 M0070,07,0,0,0,0,0,0,0,1,25,27,4.147
106_2,543 M0070,08,0,0,0,0,0,0,0,3,37,15,4.065
106_2,543 M0070,09,0,0,0,0,1,0,0,0,23,10,4.050
106_2,543 M0070,10,0,0,0,0,0,0,0,4,26,19,4.092
106_2,543 M0070,11,0,0,0,0,0,0,4,9,23,14,3.974
106_2,543 M0070,12,0,0,0,0,0,0,3,14,25,20,3.995
106_2,543 M0070,13,0,0,0,0,0,0,0,6,27,15,4.056
106_2,543 M0070,14,0,0,0,0,0,1,1,20,23,18,3.963
106_2,543 M0070,15,0,0,0,0,1,0,0,6,29,20,4.052
106_2,543 M0070,16,0,0,0,0,0,0,0,15,28,14,3.995
106_2,543 M0070,17,0,0,0,0,0,0,3,8,24,16,4.006
106_2,543 M0070,18,1,0,1,0,0,0,1,8,28,18,3.935
106_2,543 M0070,19,0,0,0,0,0,0,0,6,32,15,4.051
106_2,543EM1020,%NOCLNUM%,3,2,3,6,16,15,4,12,9,9,3.085
106_2,543EM1110,%NOCLNUM%,4,0,0,0,10,5,5,15,20,6,3.382
106_2,543 M3010,01,1,1,3,2,12,26,13,35,30,13,3.463
106_2,543 M3010,02,3,3,3,4,12,24,22,49,18,15,3.367
106_2,543 M3020,01,0,0,1,1,3,7,19,51,23,2,3.602
106_2,543 M3020,02,0,0,0,1,12,7,22,61,13,1,3.507
106_2,543 M3020,03,0,0,1,3,8,3,13,57,22,7,3.609
106_2,543 M3030,%NOCLNUM%,0,0,0,0,1,0,1,10,5,3,3.795
106_2,543EM4010,%NOCLNUM%,3,2,3,2,12,22,17,22,17,5,3.232
106_2,543 M4570,%NOCLNUM%,0,0,0,0,0,0,0,2,1,0,3.800
106_2,543 M4670,%NOCLNUM%,0,0,0,1,4,1,2,6,4,6,3.613
106_2,543 M4730,%NOCLNUM%,11,1,0,0,34,13,6,34,24,60,3.454
106_2,543EM5110,%NOCLNUM%,11,5,2,0,15,15,8,10,8,5,2.720
106_2,543EM5310,%NOCLNUM%,0,0,0,0,0,0,1,2,9,2,3.950
106_2,543 M5790,%NOCLNUM%,0,0,0,0,0,2,2,9,10,7,3.867
106_2,543EM6110,%NOCLNUM%,7,1,6,4,31,51,35,70,29,18,3.284
106_2,543 U4950,%NOCLNUM%,0,0,0,0,6,1,2,6,16,12,3.805
106_2,543 U5220,%NOCLNUM%,0,1,0,0,0,0,0,3,15,22,4.083
106_2,543 U5460,%NOCLNUM%,4,0,0,0,1,2,1,6,5,10,3.352
106_2,543 U5870,%NOCLNUM%,1,3,4,6,4,4,3,10,3,2,2.930
106_2,543 U6980,%NOCLNUM%,1,0,0,0,0,0,0,10,14,2,3.763
106_2,544 D0010,%NOCLNUM%,139,0,0,0,0,0,0,4,13,3,0.501
106_2,544 M0010,%NOCLNUM%,195,0,0,0,0,0,6,35,63,15,1.483
106_2,544 M0382,01,0,0,0,1,1,0,0,11,21,9,3.916
106_2,544 M0382,02,0,0,0,0,0,0,3,9,20,8,3.940
106_2,544 M0382,03,0,0,1,0,0,0,0,4,18,7,3.963
106_2,544 M3030,%NOCLNUM%,0,0,0,0,0,0,2,23,15,1,3.805
106_2,544 M3410,%NOCLNUM%,0,0,0,0,1,4,13,32,49,32,3.890
106_2,544 M4200,%NOCLNUM%,0,0,0,0,0,0,0,0,5,1,4.050
106_2,544 M4360,%NOCLNUM%,1,0,5,1,12,20,18,25,15,0,3.264
106_2,544 M4420,%NOCLNUM%,0,0,1,0,0,0,3,2,4,3,3.708
106_2,544 M4440,%NOCLNUM%,0,0,0,0,0,0,0,0,6,1,4.043
106_2,546 D0010,%NOCLNUM%,4,0,0,0,0,0,0,0,0,0,0.000
106_2,546 D0070,01,0,0,0,1,1,0,6,13,12,5,3.747
106_2,546 D0070,02,1,0,0,0,0,0,1,5,8,0,3.587
106_2,546 D0070,06,2,0,0,0,0,0,0,1,2,1,2.667
106_2,546 D0070,07,0,0,0,0,0,0,0,0,1,4,4.240
106_2,546 D0070,08,0,0,0,0,0,0,0,1,4,2,4.043
106_2,546 D0070,12,0,0,0,0,0,0,1,1,6,6,4.057
106_2,546 D0070,13,0,0,0,0,0,0,0,0,1,0,4.000
106_2,546 D0070,14,0,0,0,0,0,0,0,0,1,0,4.000
106_2,546 M0010,%NOCLNUM%,87,0,0,0,1,6,7,36,64,61,2.654
106_2,546 M0070,02,0,0,0,0,0,8,8,21,17,7,3.708
106_2,546 M0070,03,0,0,0,2,3,4,12,19,27,17,3.758
106_2,546 M0070,04,1,0,0,0,0,0,1,14,48,9,3.915
106_2,546 M0070,06,0,0,0,0,0,0,1,1,5,2,3.956
106_2,546 M0070,09,0,0,0,0,0,0,0,0,10,16,4.185
106_2,546 M0070,11,0,0,0,0,0,2,2,21,32,14,3.923
106_2,546 M0070,13,0,0,0,0,0,2,3,2,8,0,3.687
106_2,546 M0070,15,0,0,0,0,1,0,0,4,20,45,4.157
106_2,546 M0070,16,0,0,0,0,1,2,3,5,37,35,4.043
106_2,546 M0070,17,2,0,0,0,0,0,0,0,12,50,4.109
106_2,546 M0080,%NOCLNUM%,3,0,5,1,8,16,78,135,95,51,3.669
106_2,546 M0090,%NOCLNUM%,0,0,0,0,0,3,7,31,66,43,3.971
106_2,546 M6010,%NOCLNUM%,5,0,2,0,10,3,4,8,15,28,3.509
106_2,546 M6040,%NOCLNUM%,0,1,1,3,5,4,6,12,9,12,3.545
106_2,546 U3210,%NOCLNUM%,2,0,0,0,9,10,17,33,51,15,3.657
106_2,546 U6080,%NOCLNUM%,1,0,2,0,1,0,4,2,15,9,3.706
106_2,546 U6130,%NOCLNUM%,4,2,1,0,5,5,7,13,23,11,3.442
106_2,548 D0010,%NOCLNUM%,150,0,0,0,0,0,1,1,29,41,1.348
106_2,548ED0020,01,0,0,0,0,7,13,16,38,62,26,3.772
106_2,548 D0020,02,0,0,0,0,0,0,0,3,39,18,4.075
106_2,548 D0020,03,0,0,0,0,0,3,3,31,23,12,3.850
106_2,548 D0020,05,0,0,0,0,0,6,14,14,12,13,3.727
106_2,548 D0020,06,0,0,0,0,0,0,0,15,32,25,4.042
106_2,548ED0020,07,0,0,0,0,3,4,11,24,28,10,3.753
106_2,548 D0020,08,0,0,0,0,0,0,0,5,41,58,4.153
106_2,548ED0020,09,0,0,0,0,0,0,0,17,25,26,4.040
106_2,548 D0020,10,0,0,0,0,2,2,15,13,22,3,3.682
106_2,548 D0020,11,0,0,0,0,0,0,4,37,44,18,3.917
106_2,548 D0020,13,0,0,0,0,0,0,0,0,18,9,4.100
106_2,548 D0020,14,0,0,0,0,0,0,0,0,22,15,4.122
106_2,548 D0020,15,0,0,0,0,0,4,1,3,2,0,3.440
106_2,548 D0030,%NOCLNUM%,1,0,0,0,5,17,16,97,141,79,3.876
106_2,548 M0010,%NOCLNUM%,76,0,0,0,0,4,6,35,85,75,2.932
106_2,548EM0040,01,0,0,0,0,1,2,5,11,46,27,3.978
106_2,548 M0040,02,0,0,0,0,0,0,0,4,28,25,4.111
106_2,548 M0040,03,0,0,0,0,0,1,2,20,16,4,3.833
106_2,548 M0040,05,0,0,0,0,1,2,8,20,32,8,3.824
106_2,548 M0040,06,0,0,0,0,0,0,2,14,36,27,4.032
106_2,548EM0040,07,1,0,1,0,2,4,6,27,22,5,3.656
106_2,548 M0040,08,0,0,0,0,0,0,1,3,19,22,4.111
106_2,548EM0040,09,0,0,0,0,0,0,1,19,31,17,3.981
106_2,548 M0040,10,0,0,0,0,1,3,12,6,43,8,3.834
106_2,548 M0040,11,0,0,0,0,0,0,4,20,29,5,3.874
106_2,548 M0040,13,0,0,0,0,0,2,0,1,12,7,3.991
106_2,548 M0040,14,0,0,0,0,1,0,3,3,9,0,3.731
106_2,548EM0040,15,0,0,0,0,0,0,1,2,8,1,3.917
106_2,548 M0050,%NOCLNUM%,2,0,0,0,15,29,46,245,333,213,3.889
106_2,548 M0140,%NOCLNUM%,0,0,0,0,1,5,5,8,7,14,3.800
106_2,548EM0150,%NOCLNUM%,0,0,1,0,10,19,11,21,32,20,3.632
106_2,548 M0310,%NOCLNUM%,0,0,0,0,1,1,0,5,13,5,3.908
106_2,548 M0430,%NOCLNUM%,1,0,0,0,0,0,5,15,14,4,3.723
106_2,548 M0520,%NOCLNUM%,0,0,0,0,1,0,1,1,2,3,3.825
106_2,548 M0540,%NOCLNUM%,0,0,0,0,0,1,1,2,1,3,3.825
106_2,548 M0552,%NOCLNUM%,0,2,0,0,16,7,10,17,18,14,3.520
106_2,548EM0650,%NOCLNUM%,0,0,0,0,0,2,3,7,9,1,3.732
106_2,548 M0850,%NOCLNUM%,0,0,0,0,0,1,10,9,10,6,3.753
106_2,548 M0870,%NOCLNUM%,0,0,0,0,0,3,21,31,20,15,3.750
106_2,548 M0910,%NOCLNUM%,0,0,0,0,0,0,1,10,9,3,3.878
106_2,548 M0990,%NOCLNUM%,0,0,0,0,0,1,4,7,8,15,3.960
106_2,548 M1180,%NOCLNUM%,1,0,0,0,0,1,3,6,6,0,3.476
106_2,548 M1350,%NOCLNUM%,0,0,0,0,1,4,2,17,34,18,3.916
106_2,548 M1440,%NOCLNUM%,1,1,0,0,9,12,7,9,14,14,3.501
106_2,548 M1450,%NOCLNUM%,0,0,0,0,0,0,0,1,5,2,4.037
106_2,549 D0010,%NOCLNUM%,247,0,0,0,0,0,0,1,7,32,0.590
106_2,549 D6020,02,0,0,0,0,0,0,0,0,0,3,4.300
106_2,549 D6020,04,0,0,0,0,0,0,1,6,0,0,3.643
106_2,549 D6020,05,0,0,0,0,0,0,0,0,1,3,4.225
106_2,549 D6020,06,0,0,0,0,0,0,0,0,4,4,4.150
106_2,549 D6020,08,0,0,0,0,0,0,0,0,1,1,4.150
106_2,549 D6040,01,0,0,0,0,0,0,0,0,2,4,4.200
106_2,549 D6040,04,0,0,0,0,0,0,2,1,3,0,3.717
106_2,549 D6040,05,0,0,0,0,0,0,0,0,0,2,4.300
106_2,549 D6040,06,0,0,0,0,0,0,0,0,0,3,4.300
106_2,549 M0010,%NOCLNUM%,46,0,0,0,1,0,1,4,25,84,2.994
106_2,549 M0020,%NOCLNUM%,1,0,0,0,12,21,39,83,99,81,3.796
106_2,549 M1030,%NOCLNUM%,1,0,1,0,1,1,4,16,39,30,3.926
106_2,549 M1050,%NOCLNUM%,3,1,6,0,13,16,16,28,24,37,3.530
106_2,549 M1121,%NOCLNUM%,0,0,0,0,0,0,0,0,0,16,4.300
106_2,549 M2010,%NOCLNUM%,0,0,2,0,5,3,8,23,22,19,3.752
106_2,549 M4010,%NOCLNUM%,0,0,0,1,0,7,3,10,17,28,3.918
106_2,549 M4030,%NOCLNUM%,0,0,0,0,0,0,0,2,9,1,3.975
106_2,549 M4050,%NOCLNUM%,1,0,0,0,0,0,0,0,18,19,4.045
106_2,549 M5020,02,0,0,0,0,0,0,0,0,3,10,4.231
106_2,549 M5020,03,0,0,0,0,0,0,0,0,3,9,4.225
106_2,549 M5020,04,0,0,0,0,0,2,1,5,4,0,3.650
106_2,549 M5020,05,0,0,0,0,0,0,0,0,3,9,4.225
106_2,549 M5020,06,0,0,0,0,0,0,0,0,3,11,4.236
106_2,549 M5020,10,0,0,0,0,0,0,0,0,2,1,4.100
106_2,601 10200,%NOCLNUM%,22,16,14,11,22,19,28,27,41,35,2.994
106_2,601 10810,01,1,1,2,1,15,21,31,53,66,27,3.624
106_2,601 10810,02,0,0,0,1,1,0,7,41,75,52,3.974
106_2,601 10810,03,1,0,0,1,1,0,5,30,87,55,3.983
106_2,601 10810,04,2,0,0,0,2,0,4,14,28,24,3.859
106_2,601 10810,05,1,1,1,2,2,3,4,10,22,24,3.773
106_2,601 10810,06,1,0,0,2,4,10,24,66,46,15,3.674
106_2,601 10820,01,1,0,0,0,5,11,8,39,56,37,3.824
106_2,601 10820,02,3,1,3,2,5,12,13,36,51,33,3.672
106_2,601 10820,03,7,0,0,1,2,11,18,33,37,30,3.591
106_2,601 10820,04,0,0,0,0,3,1,8,19,31,28,3.913
106_2,601 10820,05,3,0,0,0,0,1,1,42,72,24,3.866
106_2,601 10820,06,0,2,0,1,2,13,24,63,34,5,3.610
106_2,601 10820,07,0,0,1,1,9,7,17,32,67,57,3.860
106_2,601 10910,01,0,2,0,0,1,5,5,14,27,24,3.854
106_2,601 10910,02,0,0,0,0,0,0,4,17,31,24,3.991
106_2,601 10910,03,0,0,0,0,1,0,1,12,27,21,4.011
106_2,601 10910,04,1,0,0,0,0,0,4,9,13,10,3.824
106_2,601 10910,05,1,0,0,0,0,0,2,8,9,7,3.789
106_2,601 10910,06,0,0,0,0,0,1,1,18,12,1,3.794
106_2,601 10920,01,0,0,0,0,1,5,1,15,22,24,3.937
106_2,601 10920,02,0,0,0,0,1,2,1,9,15,9,3.892
106_2,601 10920,03,3,0,0,0,1,2,5,15,14,19,3.702
106_2,601 10920,04,0,0,1,0,0,0,5,11,21,27,3.989
106_2,601 10920,05,1,0,0,0,0,0,2,23,83,29,3.974
106_2,601 10920,06,1,2,0,1,0,3,4,36,16,1,3.584
106_2,601 10920,07,0,0,0,0,0,2,3,18,46,18,3.953
106_2,601 20000,%NOCLNUM%,30,34,30,20,22,35,25,32,12,6,2.451
106_2,601 20020,01,17,26,25,27,31,51,48,92,114,92,3.333
106_2,601 20020,02,12,7,5,20,43,51,92,79,106,76,3.429
106_2,601 202A0,%NOCLNUM%,7,14,13,8,17,22,19,36,37,62,3.364
106_2,601 23200,01,3,3,1,4,3,8,6,20,30,4,3.407
106_2,601 30210,%NOCLNUM%,18,12,11,13,12,17,16,20,24,5,2.703
106_2,601 30320,%NOCLNUM%,2,4,3,5,8,14,20,19,37,12,3.418
106_2,601 33300,%NOCLNUM%,3,21,6,11,14,24,24,34,36,39,3.300
106_2,601 49101,01,0,1,0,0,0,2,2,5,7,6,3.765
106_2,601 49102,%NOCLNUM%,2,2,1,0,2,12,7,32,41,28,3.722
106_2,602 16040,%NOCLNUM%,22,3,8,9,15,30,60,211,367,288,3.808
106_2,602 20320,%NOCLNUM%,12,17,10,14,14,17,13,26,34,36,3.108
106_2,602 21400,%NOCLNUM%,17,7,6,17,15,28,26,25,33,30,3.073
106_2,602 22800,01,2,5,7,5,11,16,19,19,12,3,3.087
106_2,602 22800,02,0,0,4,0,8,27,14,20,10,5,3.322
106_2,602 23900,%NOCLNUM%,35,22,28,22,20,35,20,31,23,24,2.611
106_2,602 24300,01,0,0,0,0,1,6,7,21,36,20,3.863
106_2,602 24300,02,1,1,0,2,1,2,2,28,39,25,3.849
106_2,602 27600,%NOCLNUM%,18,4,18,13,13,19,22,38,37,31,3.095
106_2,602E27800,%NOCLNUM%,43,27,19,11,17,29,27,34,21,21,2.535
106_2,602 28000,%NOCLNUM%,7,39,20,25,29,28,31,35,23,15,2.835
106_2,602 31500,01,1,2,5,4,14,11,19,19,7,9,3.221
106_2,602 31500,02,1,2,7,10,12,17,11,18,16,4,3.142
106_2,602 41720,01,0,0,0,0,1,0,0,1,1,0,3.467
106_2,602 41720,02,0,0,0,0,0,0,1,0,0,0,3.300
106_2,602 41720,03,1,0,0,0,0,0,0,0,0,0,0.000
106_2,602 41720,11,0,0,0,0,0,0,0,0,2,0,4.000
106_2,602 41720,14,0,0,0,0,0,0,0,2,3,1,3.950
106_2,602 41720,18,0,0,0,0,0,0,0,0,13,0,4.000
106_2,602 41720,19,0,0,0,0,0,0,5,0,5,0,3.650
106_2,602 41720,21,0,0,0,0,0,1,3,0,3,2,3.722
106_2,602 41720,22,0,0,0,0,1,1,1,0,1,13,4.053
106_2,602 41720,23,0,0,0,0,0,0,0,0,1,10,4.273
106_2,602 41720,24,0,0,0,0,0,0,0,0,4,5,4.167
106_2,602 41720,25,0,0,0,0,0,0,0,1,10,3,4.043
106_2,602 41720,26,0,0,0,0,0,0,0,0,0,10,4.300
106_2,602 41720,27,0,0,0,0,3,0,4,0,5,2,3.564
106_2,602 41720,28,0,0,0,0,0,0,0,1,4,5,4.120
106_2,602 41720,29,0,0,0,0,0,0,0,0,2,6,4.225
106_2,602 41720,30,0,0,0,0,0,0,0,0,12,5,4.088
106_2,602 41720,31,0,0,0,0,0,0,0,0,3,6,4.200
106_2,603 23100,%NOCLNUM%,9,20,25,16,26,32,21,39,16,4,2.797
106_2,603 23200,01,1,0,2,2,4,7,6,38,30,8,3.624
106_2,603 23200,02,0,0,1,3,1,10,10,44,40,3,3.663
106_2,603 30100,%NOCLNUM%,7,16,17,12,21,25,20,32,26,32,3.108
106_2,603 35720,%NOCLNUM%,2,5,1,12,12,10,10,24,18,14,3.282
106_2,603 39100,%NOCLNUM%,2,13,14,8,21,25,16,44,40,35,3.332
106_2,603 39200,01,0,0,0,0,0,10,8,40,21,7,3.703
106_2,603 39200,02,0,0,0,0,1,5,18,44,18,15,3.727
106_2,603 49620,01,0,0,0,0,0,0,0,0,0,1,4.300
106_2,603 49620,02,0,0,0,0,0,0,0,1,0,0,3.700
106_2,603 49620,03,0,0,0,0,0,0,0,0,1,0,4.000
106_2,603 49620,04,0,0,0,0,0,0,0,0,0,1,4.300
106_2,603 49620,05,0,0,0,0,0,0,0,0,2,0,4.000
106_2,603 49620,06,0,0,0,0,0,0,0,0,2,1,4.100
